amount,venue,address,city,city_id,state,state_full,zip,type,inst_id
24617.25,Tenth Avenue Arts Center LLC ,6421 Dwane Avenue ,San Diego,385,CA,California,92120,Live venue operator or promoter,1588
17980.41,"Tenth Presents, LLC ",6421 DWANE AVE ,San Diego,385,CA,California,92120,Theatrical producer,1589
258007.50,The Bon Temps Social Club of San Diego ,2326 India Street ,San Diego,385,CA,California,92101,Live performing arts organization operator,1590
141118.80,The Gaslamp Quarter Historical Foundation ,410 Island Ave ,San Diego,385,CA,California,92101,Live venue operator or promoter,1591
870908.30,The New Children's Museum ,200 West Island Avenue ,San Diego,385,CA,California,92101,Museum Operator,1592
42615.00,"The PGK Project, Inc. ",4704 A Street ,San Diego,385,CA,California,92102,Live performing arts organization operator,1593
5127.86,The Roustabouts ,1021 Meade Avenue ,San Diego,385,CA,California,92116,Live performing arts organization operator,1594
97320.89,Til Two LLC ,4746 El Cajon Blvd,San Diego,385,CA,California,92115,Live venue operator or promoter,1595
10000000.00,USS Midway Museum ,910 North Harbor Drive ,San Diego,385,CA,California,92101,Museum Operator,1596
15182.55,Vanguard Culture ,703 TARENTO DR ,San Diego,385,CA,California,92106,Live performing arts organization operator,1597
352056.00,WCKD Village Inc ,656 Fifth Avenue Suite B ,San Diego,385,CA,California,92101,Live venue operator or promoter,1598
69408.52,West Coast Weekender LLC ,3967 Utah St Unit 4,San Diego,385,CA,California,92104,Live venue operator or promoter,1599
1468657.35,Wonderlust Events llc ,839 W. Harbor Dr. Ste C2-2 ,San Diego,385,CA,California,92101,Live venue operator or promoter,1600
2103922.40,WSA Entertainment LLC. ,7222 Opportunity Road,San Diego,385,CA,California,92111,Live venue operator or promoter,1601
10000000.00,Zoological Society of San Diego ,P.O. Box 120551 ,San Diego,385,CA,California,92112,Museum Operator,1602
73390.00,Teresa Veronica Puleo ,1137 Kewen St ,San Fernando,386,CA,California,91340,Talent representative,1603
1009221.78,1SIX1 Inc ,161 Erie St ,San Francisco,387,CA,California,94103,Live venue operator or promoter,1604
199766.00,42nd Street Moon ,PO Box 426470,San Francisco,387,CA,California,94142,Theatrical producer,1605
110052.96,998 Valencia LLC DBA Amado's ,998 Valencia Street ,San Francisco,387,CA,California,94110,Live venue operator or promoter,1606
34100.03,ABADA-Capoeira San Francisco ,3221 22nd Street ,San Francisco,387,CA,California,94110,Live performing arts organization operator,1607
82758.16,African-American Shakespeare Company ,762 Fulton Street Suite 305,San Francisco,387,CA,California,94102,Live performing arts organization operator,1608
966069.25,ALONZO KING LINES BALLET ,26 7TH STREET ,San Francisco,387,CA,California,94103,Live performing arts organization operator,1609
3351722.40,American Conservatory Theatre Foundation ,415 Geary Street ,San Francisco,387,CA,California,94102,Live performing arts organization operator,1610
440805.84,"Angelica Root, LLC ",39 Fell St ,San Francisco,387,CA,California,94102,Live venue operator or promoter,1611
7994.99,ARS MINERVA INC ,3983 cesar Chavez st 2,San Francisco,387,CA,California,94131,Live venue operator or promoter,1612
9521.02,Art of the Matter Performance Foundation ,"3435 Cesar Chavez, #210 ",San Francisco,387,CA,California,94110,Live performing arts organization operator,1613
51026.21,Audium Incorporated ,1616 Bush St,San Francisco,387,CA,California,94109,Live performing arts organization operator,1614
16537.03,Bay Area Rainbow Symphony ,"2261 Market Street, PMB 178A ",San Francisco,387,CA,California,94114,Live performing arts organization operator,1615
259463.51,Bay Area Theatresports ,"2 Marina Blvd, Bldg B ",San Francisco,387,CA,California,94123,Live performing arts organization operator,1616
952595.00,"Bay Properties, Inc. ",P.O. Box 330296,San Francisco,387,CA,California,94133,Motion picture theater operator,1617
169120.69,BEYOND GROUP LLC ,1555 Yosemite Ave Ste 14,San Francisco,387,CA,California,94124,Live venue operator or promoter,1618
488002.51,Big BIlly Inc ,859 Ofarrell St ,San Francisco,387,CA,California,94109,Live venue operator or promoter,1619
151367.41,"BMGV, LLC. ",447 Broadway ,San Francisco,387,CA,California,94133,Live venue operator or promoter,1620
505906.32,BOOM BOOM ROOM INC ,1601 Fillmore Street ,San Francisco,387,CA,California,94115,Live venue operator or promoter,1621
478905.27,Bottom Of The Hill Inc. ,1233 17TH ST ,San Francisco,387,CA,California,94107,Live venue operator or promoter,1622
623227.70,Bruno's Management LP ,223 Sutter St.,San Francisco,387,CA,California,94108,Live venue operator or promoter,1623
10000000.00,California Academy of Sciences ,55 Music Concourse Dr. ,San Francisco,387,CA,California,94118,Museum Operator,1624
238463.10,California Bluegrass Association ,3739 Balboa Street #5090 ,San Francisco,387,CA,California,94121,Live venue operator or promoter,1625
320042.34,CDN LLC ,2174 Market St ,San Francisco,387,CA,California,94114,Live venue operator or promoter,1626
5626.05,Chad Raymond Heimann ,"242A ARGUELLO BOULEVARD, SAN FRANCISCO, CA, USA ",San Francisco,387,CA,California,94118,Talent representative,1627
47425.94,Chamber Music San Francisco ,1314 34th Avenue ,San Francisco,387,CA,California,94122,Live performing arts organization operator,1628
255991.05,Chichi Beignet ,"401 Mason St., ",San Francisco,387,CA,California,94102,Live venue operator or promoter,1629
536033.55,CINEMASF ,3630 Balboa Street ,San Francisco,387,CA,California,94121,Motion picture theater operator,1630
65456.26,Circus Bella ,231 Mullen Avenue ,San Francisco,387,CA,California,94110,Live performing arts organization operator,1631
494349.00,Circus Center ,755 Frederick Street ,San Francisco,387,CA,California,94117,Live performing arts organization operator,1632
1206646.06,City Nights ,715 Harrison St,San Francisco,387,CA,California,94107,Live venue operator or promoter,1633
5765137.45,Corporation of the Fine Arts Museums ,50 Hagiwara Tea Garden Drive ,San Francisco,387,CA,California,94118,Museum Operator,1634
36371.20,CounterPulse ,80 Turk Street ,San Francisco,387,CA,California,94102,Live performing arts organization operator,1635
190154.76,CTT Comedy ,1070 Post St Apt 1A,San Francisco,387,CA,California,94109,Live venue operator or promoter,1636
337034.25,Cunningham Creative ,P.O. Box 410117 ,San Francisco,387,CA,California,94141,Live venue operator or promoter,1637
152776.80,Dancecrazy productions Inc ,3701 Sacramento Street ,San Francisco,387,CA,California,94121,Live venue operator or promoter,1638
207440.52,"Dark Side Light, Inc. ",202 Bocana St. ,San Francisco,387,CA,California,94110,Live venue operator or promoter,1639
173469.45,DMP LLC ,62 Concord Street,San Francisco,387,CA,California,94112,Live venue operator or promoter,1640
12252.86,Doris and Company LLC ,902 Haight St APT 2,San Francisco,387,CA,California,94117,Talent representative,1641
687400.00,Electric Resistance Society LLC ,101 6th Street ,San Francisco,387,CA,California,94103,Live venue operator or promoter,1642
818569.50,Emperor Nortons Shack LLC ,298 11th Street ,San Francisco,387,CA,California,94103,Live venue operator or promoter,1643
189000.00,"Endgames Improv, LLC ",2989 Mission St ,San Francisco,387,CA,California,94110,Live venue operator or promoter,1644
97999.20,EXITHEATRE ,156 EDDY STREET ,San Francisco,387,CA,California,94102,Live performing arts organization operator,1645
1257154.65,"F/X Entertainment, LLC dba Hawthorn Lounge ",46 Geary St.,San Francisco,387,CA,California,94108,Live venue operator or promoter,1646
317167.62,"Facilitron, LLC ",144 Taylor Street ,San Francisco,387,CA,California,94102,Live venue operator or promoter,1647
270.00,Fillmore Entertainment Assocpation ,670 Natoma Street #413,San Francisco,387,CA,California,94103,Live venue operator or promoter,1648
4721922.55,Fort Mason Center ,"2 Marina Boulevard, Building C, Suite 260 ",San Francisco,387,CA,California,94123,Museum Operator,1649
49827.89,Fresh Meat Productions ,375 27th Street #A ,San Francisco,387,CA,California,94131,Live performing arts organization operator,1650
282261.25,Golden Gate Performing Arts ,170 Valencia St ,San Francisco,387,CA,California,94103,Live performing arts organization operator,1651
30551.00,Golden Gate Symphony Orchestra And Chorus ,717 Hampshire Street ,San Francisco,387,CA,California,94110,Live performing arts organization operator,1652
345884.47,Gray Area Foundation for the Arts ,2665 Mission St. ,San Francisco,387,CA,California,94110,Live performing arts organization operator,1653
101252.70,Jason Michael Paul Entertainment Inc ,1301 Mission Street ,San Francisco,387,CA,California,94107,Theatrical producer,1654
4968417.14,Jasper Hall LLC ,420 Mason St ,San Francisco,387,CA,California,94102,Live venue operator or promoter,1655
1988300.00,Jay Siegan Presents LLC ,1655 Polk Street Number 1,San Francisco,387,CA,California,94109,Talent representative,1656
18672.69,Joe Goode Performance Group ,"499 Alabama St, #150 ",San Francisco,387,CA,California,94110,Live venue operator or promoter,1657
807804.17,Jook House Entertainment LLC ,401 6th Street,San Francisco,387,CA,California,94103,Live venue operator or promoter,1658
439299.00,Kronos Performing Arts Association ,PO BOX 225340,San Francisco,387,CA,California,94122,Live performing arts organization operator,1659
212594.00,Lamplighters Music Theatre ,469 Bryant St ,San Francisco,387,CA,California,94107,Live performing arts organization operator,1660
18000.00,Leafy Green Booking ,150 Santa Marina St 5,San Francisco,387,CA,California,94110,Talent representative,1661
200601.67,Leela Improv LLC ,901 Mission St Ste B-16 ,San Francisco,387,CA,California,94103,Live performing arts organization operator,1662
990000.00,"Liaison Artists, LLC ",2343 3rd Street Suite 299,San Francisco,387,CA,California,94107,Talent representative,1663
3677137.20,Marin Street Enterprises Inc ,900 Marin Street ,San Francisco,387,CA,California,94124,Live venue operator or promoter,1664
273368.13,MARTIN E. RAPALSKI dba MAKE OUT ROOM ,3225 22ND STREET,San Francisco,387,CA,California,94110,Live venue operator or promoter,1665
245268.75,Martin Media Worldwide ,3053 Fillmore St #117,San Francisco,387,CA,California,94123,Live venue operator or promoter,1666
1014995.00,"Noise Pop Industries, LLC ",2069A Mission St. ,San Francisco,387,CA,California,94110,Live venue operator or promoter,1667
4520376.75,NPU Inc. ,88 5th Street ,San Francisco,387,CA,California,94103,Live venue operator or promoter,1668
636723.15,"NU CONCEPTS MANAGEMENT GROUP, INC ",520 4th St,San Francisco,387,CA,California,94107,Live venue operator or promoter,1669
965520.00,ODC ,351 SHOTWELL ST ,San Francisco,387,CA,California,94110,Live performing arts organization operator,1670
371035.80,ODC Theater ,3153 17th St ,San Francisco,387,CA,California,94110,Live venue operator or promoter,1671
21833.35,Old First Concerts ,1751 Sacramento Street ,San Francisco,387,CA,California,94109,Live performing arts organization operator,1672
162961.50,Opel Productions ,175 Wood St #1,San Francisco,387,CA,California,94118,Live venue operator or promoter,1673
812483.10,Palace of Fine Arts League INC ,3301 Lyon St ,San Francisco,387,CA,California,94123,Live venue operator or promoter,1674
685004.85,Pandora Karaoke Inc ,2390 20TH AVE STE. 230,San Francisco,387,CA,California,94116,Live venue operator or promoter,1675
33070.25,Phoenix Arts Association ,"Business Mailing Address 138 Carl Street Venues Address 414 Mason Street Suites 601 & 604 SF, CA 94102",San Francisco,387,CA,California,94117,Live performing arts organization operator,1676
163309.28,"Pianofight, LLC ",144 Taylor Street ,San Francisco,387,CA,California,94102,Live venue operator or promoter,1677
27017.40,"Pocket Opera, Inc. ",469 Bryant St ,San Francisco,387,CA,California,94107,Live performing arts organization operator,1678
606575.08,"Powered by Lightning, Inc. ",1336 Broadway,San Francisco,387,CA,California,94109,Live venue operator or promoter,1679
203627.62,Randall Museum Friends ,199 Museum Way ,San Francisco,387,CA,California,94114,Museum Operator,1680
1637192.00,RHS Partners LLC ,85 Campton Place ,San Francisco,387,CA,California,94108,Live venue operator or promoter,1681
118612.87,Sacred Dance Foundation ,175 Wood St. #1,San Francisco,387,CA,California,94118,Live venue operator or promoter,1682
40838.40,SAFEhouse for the Performing Arts ,145 Eddy St. ,San Francisco,387,CA,California,94518,Live venue operator or promoter,1683
256609.55,San Francisco Architectural Heritage ,2007 Franklin St ,San Francisco,387,CA,California,94109,Museum Operator,1684
15295.28,"San Francisco Bach Choir, The ",900 Bush St Apt 808,San Francisco,387,CA,California,94109,Live performing arts organization operator,1685
8000000.00,San Francisco Ballet Association ,455 Franklin Street ,San Francisco,387,CA,California,94102,Live performing arts organization operator,1686
426195.90,"San Francisco Chanticleer, Inc. ",1668 Bush St. ,San Francisco,387,CA,California,94109,Live performing arts organization operator,1687
7284.44,San Francisco Contemporary Music Players ,101 CALIFORNIA ST. STE 2710,San Francisco,387,CA,California,94111,Live venue operator or promoter,1688
65911.95,San Francisco Independent Film Festival ,2440 16th St #107 ,San Francisco,387,CA,California,94103,Live venue operator or promoter,1689
34974.84,San Francisco Institute of Possibility ,777 Florida St. #203,San Francisco,387,CA,California,94110,Live performing arts organization operator,1690
20849.34,"San Francisco International Arts Festival, Inc. ",870 Market Street Suite 1258,San Francisco,387,CA,California,94102,Live performing arts organization operator,1691
3727843.45,San Francisco Jazz Organization ,201 Franklin Street ,San Francisco,387,CA,California,94102,Live venue operator or promoter,1692
10000000.00,San Francisco Museum of Modern Art ,151 Third Street ,San Francisco,387,CA,California,94103,Museum Operator,1693
7041638.05,San Francisco Opera Association ,301 Van Ness Avenue ,San Francisco,387,CA,California,94102,Live performing arts organization operator,1694
1001707.20,San Francisco Playhouse ,450 Post Street ,San Francisco,387,CA,California,94102,Theatrical producer,1695
8000000.00,San Francisco Symphony ,Davies Symphony Hall 201 Van Ness Avenue,San Francisco,387,CA,California,94102,Live performing arts organization operator,1696
2295174.15,San Francisco War Memorial and Performing Arts Center ,401 Van Ness Ave. Room#: 110,San Francisco,387,CA,California,94102,Live venue operator or promoter,1697
4568165.35,San Francisco Zoological Society ,1 Zoo Road ,San Francisco,387,CA,California,94132,Museum Operator,1698
2419705.80,"Second Line, Inc. dba The Chapel ",777 Valencia Street ,San Francisco,387,CA,California,94110,Live venue operator or promoter,1699
1653056.14,Sensoria LLC ,375 11th St,San Francisco,387,CA,California,94103,Live venue operator or promoter,1700
289198.80,"SET Underground, LLC ",2 Bayside Village Pl. #209,San Francisco,387,CA,California,94107,Live venue operator or promoter,1701
34476.20,Shakespeare-San Francisco ,PO Box 460937 ,San Francisco,387,CA,California,94146,Theatrical producer,1702
22582.69,Small Art Music Projects ,"335 Berry Street, Unit 106 ",San Francisco,387,CA,California,94158,Live performing arts organization operator,1703
405049.40,Smuin Ballets/SF ,1830 17th Street ,San Francisco,387,CA,California,94103,Live performing arts organization operator,1704
38691.45,Sohrab Harooni dba RS94109 ,835 Larkin St,San Francisco,387,CA,California,94109,Live venue operator or promoter,1705
215288.55,"Sound Meditation Events, Inc. ",21 Buena Vista Avenue East ,San Francisco,387,CA,California,94117,Live venue operator or promoter,1706
492964.20,Squished Squirrel Farm LLC dba Rickshaw Stop ,155 Fell Street ,San Francisco,387,CA,California,94133,Live venue operator or promoter,1707
982592.34,Stanford Jazz Workshop ,1371 9th Avenue 2nd Floor,San Francisco,387,CA,California,94122,Live performing arts organization operator,1708
224841.25,Startup Art Fair LLC ,2241 QUESADA AVE,San Francisco,387,CA,California,94124,Live venue operator or promoter,1709
1322081.65,System SF LLC ,119 Utah St ,San Francisco,387,CA,California,94103,Live venue operator or promoter,1710
3521307.55,"Ten 15, Inc. ",1015 Folsom Street ,San Francisco,387,CA,California,94103,Live venue operator or promoter,1711
68576.45,The Beat Museum ,540 BROADWAY ,San Francisco,387,CA,California,94133,Museum Operator,1712
72773.11,The Custom Made Theatre co. Inc ,588 Sutter St Suite 217,San Francisco,387,CA,California,94102,Theatrical producer,1713
316293.80,The Dance Brigade A New Group From Wallflower Order Inc ,3316 24th Street ,San Francisco,387,CA,California,94110,Live performing arts organization operator,1714
10000000.00,The Exploratorium ,"17 Pier, Suite 100 ",San Francisco,387,CA,California,94111,Museum Operator,1715
1920325.77,"The Independent, LLC ",628 Divisadero St ,San Francisco,387,CA,California,94117,Live venue operator or promoter,1716
10373.05,The Lab SF ,2948 16th Street ,San Francisco,387,CA,California,94103,Live venue operator or promoter,1717
25388.00,The Living Earth Show ,55 Taylor St ,San Francisco,387,CA,California,94102,Live performing arts organization operator,1718
271789.50,"The Marsh, a breeding ground for new performance ",1062 Valencia St. 1062 Valencia St.,San Francisco,387,CA,California,94110,Live performing arts organization operator,1719
58668.90,The New Conservatory Theatre Center ,25 VAN NESS AVE LOWER LOBBY,San Francisco,387,CA,California,94102,Theatrical producer,1720
650119.34,The Roxie Theater ,3117 16th St ,San Francisco,387,CA,California,94103,Motion picture theater operator,1721
78548.00,The San Francisco Bay Area Theatre Company ,2781 24th St. ,San Francisco,387,CA,California,94110,Live performing arts organization operator,1722
2057559.00,The Walt Disney Family Museum ,104 Montgomery Street SF CA 94129 ,San Francisco,387,CA,California,94129,Museum Operator,1723
212350.50,"The Waterside, LLC ",1710 Mission Street ,San Francisco,387,CA,California,94103,Live venue operator or promoter,1724
28315.66,Theatre of Yugen ,2840 Mariposa Street ,San Francisco,387,CA,California,94110,Live venue operator or promoter,1725
5295.80,"Theatre Rhinoceros, Inc. ",91 Central Ave. #102,San Francisco,387,CA,California,94117,Live performing arts organization operator,1726
57937.35,THELOSTCHURCH.ORG INC ,65 Capp Street ,San Francisco,387,CA,California,94103,Live venue operator or promoter,1727
16035.95,Ty Mckenzie ,446 Valencia St ,San Francisco,387,CA,California,94103,Live venue operator or promoter,1728
49222.35,Unbound Artists LLC ,230 11th Street Apt PH2,San Francisco,387,CA,California,95032,Talent representative,1729
257813.55,Urban Life Inc. ,2390 20th Ave. Suite 230,San Francisco,387,CA,California,94116,Live venue operator or promoter,1730
393763.05,Utah Saloon LLC ,500 4th Street (mail to 418 Eugenia Ave SF CA 94110),San Francisco,387,CA,California,94107,Live venue operator or promoter,1731
231564.60,Verdi Club Inc. ,2424 Mariposa St ,San Francisco,387,CA,California,94110,Live venue operator or promoter,1732
27150.51,Voices of Music ,127 Downey St ,San Francisco,387,CA,California,94117,Live performing arts organization operator,1733
275756.09,Wilde Horizons Inc ,1511 Haight ,San Francisco,387,CA,California,94117,Live venue operator or promoter,1734
66252.95,World Arts West ,2 Marina Boulevard ,San Francisco,387,CA,California,94123,Live performing arts organization operator,1735
529650.61,Yerba Buena Arts & Events ,760 Howard Street ,San Francisco,387,CA,California,94103,Live performing arts organization operator,1736
1648278.45,Yerba Buena Center for the Arts ,701 Mission St ,San Francisco,387,CA,California,94103,Live performing arts organization operator,1737
3257146.55,Zen Compound LLC ,540 Howard Street ,San Francisco,387,CA,California,94005,Live venue operator or promoter,1738
93307.82,Envelop ,932 Minnesota St ,San Francsico,388,CA,California,94107,Live venue operator or promoter,1739
287118.45,City of San Gabriel- Mission Playhouse ,320 S. Mission Dr.,San Gabriel,389,CA,California,91776,Live venue operator or promoter,1740
680000.00,400 Business Group LLC ,400 S. 1st St. ,San Jose,390,CA,California,95113,Live venue operator or promoter,1741
140305.32,Art Boutiki Entertainment ,44 Race Street ,San Jose,390,CA,California,95126,Live venue operator or promoter,1742
3935.00,BLKat Entertainment ,1116 Fairview Avenue ,San Jose,390,CA,California,95125,Talent representative,1743
162784.25,CHINESE PERFORMING ARTS OF AMERICA ,6148 BOLLINGER RD ,San Jose,390,CA,California,95129,Theatrical producer,1744
47333.40,City Lights Theater Company ,529 S. 2nd Street ,San Jose,390,CA,California,95112,Theatrical producer,1745
419000.01,Club Rodeo Inc. ,1025 S. First Street,San Jose,390,CA,California,95110,Live venue operator or promoter,1746
336909.25,"Guggenheim Entertainment, Inc. ",1535 Willow Oaks Drive ,San Jose,390,CA,California,95125,Motion picture theater operator,1747
457514.39,Hammer Theatre Center at San Jose State University ,101 Paseo De San Antonio ,San Jose,390,CA,California,95113,Live performing arts organization operator,1748
93639.80,Jenny ,58 S 1st Street ,San Jose,390,CA,California,95113,Live venue operator or promoter,1749
306500.00,"Joel Nelson Productions, INC ",1157 Saratoga Ave,San Jose,390,CA,California,95129,Talent representative,1750
897207.48,"La Cumbre Enterprises, Inc. DBA Club Caribe ",1001 S First St. 1025 S First St. (Office ),San Jose,390,CA,California,95110,Live venue operator or promoter,1751
41236.75,Matthew Eric Beasley ,38 N Almaden Blvd Unit 1602 ,San Jose,390,CA,California,95110,Talent representative,1752
71000.00,MGD PRODUCTION ,1022 CURTNER AVE,San Jose,390,CA,California,95118,Talent representative,1753
146392.01,National-Comedy Inc ,1549 Hilton Ct ,San Jose,390,CA,California,95130,Live venue operator or promoter,1754
35794.35,Notable Music and Arts Organization ,5655 Silver Creek Valley Road ,San Jose,390,CA,California,95138,Live venue operator or promoter,1755
322285.10,"Off The Couch, Inc. ",1884 Penwood Street ,San Jose,390,CA,California,95133,Live venue operator or promoter,1756
15333.75,Opera Cultura ,PO Box 6293 ,San Jose,390,CA,California,95150,Live performing arts organization operator,1757
411411.38,"Opera San Jose, Incorporated ",2149 PARAGON DRIVE ,San Jose,390,CA,California,95131,Live performing arts organization operator,1758
5631617.70,San Francisco Falun Buddha Study Association ,1928 OTOOLE WAY,San Jose,390,CA,California,95131,Live venue operator or promoter,1759
683514.65,San Jose Children's Musical Theater ,1401 Parkmoor Ave Suite 100,San Jose,390,CA,California,95126,Live performing arts organization operator,1760
305524.36,San Jose Entertainment ,686 Crestmoor Dr ,San Jose,390,CA,California,95129,Live venue operator or promoter,1761
581604.29,San Jose Jazz ,310 S. 1st. St ,San Jose,390,CA,California,95113,Live performing arts organization operator,1762
198640.86,San Jose Stage Company ,490 S. 1st Street ,San Jose,390,CA,California,95113,Live performing arts organization operator,1763
988279.04,School of Arts and Culture at MHP ,1700 Alum Rock Avenue ,San Jose,390,CA,California,95116,Live venue operator or promoter,1764
140422.05,South Bay Musical Theater ,761 Mabury Rd Suite 20,San Jose,390,CA,California,95133,Theatrical producer,1765
424754.60,Symphony Silicon Valley ,325 South First St. Suite 160 ,San Jose,390,CA,California,95113,Live performing arts organization operator,1766
5466.86,Teatro Vision ,565 N. Fifth St ,San Jose,390,CA,California,95112,Theatrical producer,1767
140626.71,The Tabard Theatre Company ,29 N. San Pedro St Suite 200 ,San Jose,390,CA,California,95112,Theatrical producer,1768
507058.70,The Tech Interactive ,201 South Market Street,San Jose,390,CA,California,95113,Museum Operator,1769
48457.95,El Teatro Campesino ,P.O. Box 1240 705 Fourth Street,San Juan Bautista,391,CA,California,95045,Live performing arts organization operator,1770
373227.70,"Brew Ha Ha Productions, LLC ",31321 Via Sonora ,San Juan Capistrano,392,CA,California,92675,Live performing arts organization operator,1771
2558809.91,Coach House Concerts San Juan Inc ,33157 Camino Capistrano # C,San Juan Capistrano,392,CA,California,92675,Live venue operator or promoter,1772
148198.50,Frias Marketing Group LLC ,28291 Avenida La Mancha ,San Juan Capistrano,392,CA,California,92675,Talent representative,1773
714112.00,Historic Mission San Juan Capistrano ,26801 Ortega Highway ,San Juan Capistrano,392,CA,California,92675,Museum Operator,1774
67116.00,Mission Fest LLC ,32471 Via Los Santos ,San Juan Capistrano,392,CA,California,92675,Live venue operator or promoter,1775
92852.98,South Orange County Community Theatre ,31776 El Camino Real 31776 El Camino Real,San Juan Capistrano,392,CA,California,92675,Live performing arts organization operator,1776
21048.30,Montuno Productions ,460 Nabor Street ,San Leandro,393,CA,California,94578,Live venue operator or promoter,1777
11230.12,"Promethean Artists, LLC ",999 Alice Ave ,San Leandro,393,CA,California,94577,Talent representative,1778
202691.70,San Leandro Curtain Call Performing Arts ,14808 E. 14TH Street,San Leandro,393,CA,California,94578,Live performing arts organization operator,1779
687982.95,Central Coast Performing Arts Center Commission ,"1 Grand Avenue, Bldg. 15 ",San Luis Obispo,394,CA,California,93407,Live venue operator or promoter,1780
21615.75,Central Coast Shakespeare Festival ,PO Box 175 ,San Luis Obispo,394,CA,California,93406,Live performing arts organization operator,1781
68548.50,"Civic Ballet of San Luis Obispo, Incorporated ",3422 Miguelito Court ,San Luis Obispo,394,CA,California,93401,Live performing arts organization operator,1782
1065385.89,FREMONT THEATRE ENTERTAINMENT GROUP ,1035 Monterey St,San Luis Obispo,394,CA,California,93401,Live venue operator or promoter,1783
244300.00,"James Richard Dee, Jr. ",817 Palm Street ,San Luis Obispo,394,CA,California,93401,Motion picture theater operator,1784
122423.95,KCBX INC ,4100 Vachell Lane ,San Luis Obispo,394,CA,California,93401,Live performing arts organization operator,1785
189422.10,San Luis Obispo Repertory Theatre ,888 Morro Street ,San Luis Obispo,394,CA,California,93401,Live venue operator or promoter,1786
141550.00,Variety Artists International Inc ,1600 Huckleberry Lane ,San Luis Obispo,394,CA,California,93401,Talent representative,1787
1329461.10,"Mission Valley Cinema Group, Inc. ",1529 Grand Ave STE C,San Marcos,395,CA,California,92078,Motion picture theater operator,1788
102498.30,Norkus Entertainment LLC ,"844 W San Marcos Blvd, ste 103 ",San Marcos,395,CA,California,92078,Theatrical producer,1789
275456.50,CuriOdyssey ,1651 Coyote Point Drive ,San Mateo,396,CA,California,94401,Museum Operator,1790
186723.00,CY Danceworks ,25 37th Ave ,San Mateo,396,CA,California,94403,Live performing arts organization operator,1791
297396.45,Peninsula Ballet Theatre ,1880 South Grant St ,San Mateo,396,CA,California,94402,Live performing arts organization operator,1792
185703.85,Grand Vision Foundation ,434 W. 6th Street ,San Pedro,397,CA,California,90731,Live performing arts organization operator,1793
12600.00,Haley Clark Dance Company ,615 S Mesa St. ,San Pedro,397,CA,California,90731,Live performing arts organization operator,1794
1008324.75,PACIFIC BATTLESHIP CENTER ,250 SOUTH HARBOR BOULEVARD BERTH 87,San Pedro,397,CA,California,90731,Museum Operator,1795
379768.69,"Pocket Ace Productions, LLC ",1379 Park Western Drive #568 ,San Pedro,397,CA,California,90732,Live venue operator or promoter,1796
55907.48,Shakespeare by the Sea ,777 S Centre Street ,San Pedro,397,CA,California,90731,Live performing arts organization operator,1797
1575.71,Alternative Theater Ensemble ,PO Box 150659 ,San Rafael,398,CA,California,94915,Live performing arts organization operator,1798
155504.25,Brilliant Corners Artist Management LLC ,C/O ZZRJ 901 A STREET SUITE C,San Rafael,398,CA,California,94901,Talent representative,1799
534426.51,California Film Institute ,"1001 Lootens Place, Suite 220 ",San Rafael,398,CA,California,94901,Motion picture theater operator,1800
2261531.65,County of Marin ,10 Avenue of the Flags ,San Rafael,398,CA,California,94903,Live venue operator or promoter,1801
1668516.75,"EC Events, LLC ",901 A St Ste C ,San Rafael,398,CA,California,94901,Live venue operator or promoter,1802
63086.43,"Friends of the CFI-Sequoia Theatre, LLC ","1001 Lootens Place, Suite 220 ",San Rafael,398,CA,California,94901,Motion picture theater operator,1803
740749.95,"GLITTER CINEMAS,INC ",301 Mt. Shasta Dr. ,San Rafael,398,CA,California,94903,Motion picture theater operator,1804
484476.52,Marin Civic Ballet Association ,100 Elm Street ,San Rafael,398,CA,California,94901,Live performing arts organization operator,1805
312191.05,Marin Shakespeare Company ,P.O. Box 4053 ,San Rafael,398,CA,California,94913,Live performing arts organization operator,1806
116427.48,Marin Symphony Association ,4340 Redwood Hwy. Suite 409C,San Rafael,398,CA,California,94903,Live performing arts organization operator,1807
42926.67,"MJJ MANAGEMENT, INC ",899 NORTHGATE DRIVE #306 ,San Rafael,398,CA,California,94903,Talent representative,1808
322901.00,Mountain Play Association ,"1556 Fourth Street, Ste. B ",San Rafael,398,CA,California,94901,Live performing arts organization operator,1809
13975.65,Sound Orchard ,24 La Crescenta Way ,San Rafael,398,CA,California,94901,Live performing arts organization operator,1810
762209.19,"WASH HOUSE MUSIC GROUP, INC ",899 NORTHGATE DRIVE #306 ,San Rafael,398,CA,California,94903,Talent representative,1811
494397.85,"Zeitgeist Artist Management, Ltd ",C/O ZZRJ 901 A Street Suite C,San Rafael,398,CA,California,94901,Talent representative,1812
7333536.60,California Department of Parks and Recreation ,750 Hearst Castle Road ,San Simeon,399,CA,California,93452,Museum Operator,1813
113653.85,"FOUNDATION AT HEARST CASTLE, THE ",700 Hearst Castle Rd ,San Simeon,399,CA,California,93452,Live venue operator or promoter,1814
2014314.30,California Roots Music and Arts Festival LLC ,495 Elder Ave Suite 5,Sand City,400,CA,California,93955,Live venue operator or promoter,1815
689120.19,CIty of Santa Ana ,20 Civic Center Plaza ,Santa Ana,401,CA,California,92701,Museum Operator,1816
2744706.38,Discovery Science Center of Orange County ,2500 N Main St ,Santa Ana,401,CA,California,92705,Museum Operator,1817
